timestamp,name,cpu,memory
2026-08-28T00:52:58.1388204-06:00,meridian-postgres,0.16%,"39.81MiB / 7.651GiB"
2026-08-28T00:52:58.1388204-06:00,meridian-redis,0.33%,"6.316MiB / 7.651GiB"
2026-08-28T00:53:02.2582096-06:00,meridian-api,0.23%,"167.2MiB / 7.651GiB"
2026-08-28T00:53:02.2582096-06:00,meridian-postgres,2.89%,"39.76MiB / 7.651GiB"
2026-08-28T00:53:02.2582096-06:00,meridian-redis,0.34%,"6.477MiB / 7.651GiB"
2026-08-28T00:53:06.3650491-06:00,meridian-api,14.41%,"168.4MiB / 7.651GiB"
2026-08-28T00:53:06.3650491-06:00,meridian-postgres,5.41%,"40.41MiB / 7.651GiB"
2026-08-28T00:53:06.3650491-06:00,meridian-redis,0.32%,"6.578MiB / 7.651GiB"
2026-08-28T00:53:10.4753593-06:00,meridian-api,0.20%,"167.4MiB / 7.651GiB"
2026-08-28T00:53:10.4753593-06:00,meridian-postgres,5.48%,"39.92MiB / 7.651GiB"
2026-08-28T00:53:10.4753593-06:00,meridian-redis,2.75%,"6.258MiB / 7.651GiB"
2026-08-28T00:53:14.5803280-06:00,meridian-api,0.18%,"167.2MiB / 7.651GiB"
2026-08-28T00:53:14.5803280-06:00,meridian-postgres,0.00%,"39.62MiB / 7.651GiB"
2026-08-28T00:53:14.5803280-06:00,meridian-redis,2.91%,"6.449MiB / 7.651GiB"
2026-08-28T00:53:18.6882009-06:00,meridian-api,0.23%,"167.1MiB / 7.651GiB"
2026-08-28T00:53:18.6882009-06:00,meridian-postgres,0.00%,"39.99MiB / 7.651GiB"
2026-08-28T00:53:18.6882009-06:00,meridian-redis,0.34%,"6.395MiB / 7.651GiB"
2026-08-28T00:53:22.7958908-06:00,meridian-api,0.39%,"166.9MiB / 7.651GiB"
2026-08-28T00:53:22.7958908-06:00,meridian-postgres,0.00%,"40.45MiB / 7.651GiB"
2026-08-28T00:53:22.7958908-06:00,meridian-redis,0.32%,"6.383MiB / 7.651GiB"
2026-08-28T00:53:26.9272429-06:00,meridian-api,15.63%,"167.8MiB / 7.651GiB"
2026-08-28T00:53:26.9272429-06:00,meridian-postgres,0.49%,"39.62MiB / 7.651GiB"
2026-08-28T00:53:26.9272429-06:00,meridian-redis,0.32%,"6.105MiB / 7.651GiB"
2026-08-28T00:53:31.0263756-06:00,meridian-api,0.15%,"167.5MiB / 7.651GiB"
2026-08-28T00:53:31.0263756-06:00,meridian-postgres,5.52%,"39.82MiB / 7.651GiB"
2026-08-28T00:53:31.0263756-06:00,meridian-redis,0.35%,"6.262MiB / 7.651GiB"
2026-08-28T00:53:35.1359789-06:00,meridian-api,0.16%,"167.4MiB / 7.651GiB"
2026-08-28T00:53:35.1359789-06:00,meridian-postgres,0.00%,"39.45MiB / 7.651GiB"
2026-08-28T00:53:35.1359789-06:00,meridian-redis,0.40%,"5.922MiB / 7.651GiB"
2026-08-28T00:53:39.2562882-06:00,meridian-api,0.13%,"167.5MiB / 7.651GiB"
2026-08-28T00:53:39.2562882-06:00,meridian-postgres,0.00%,"39.89MiB / 7.651GiB"
2026-08-28T00:53:39.2562882-06:00,meridian-redis,2.92%,"5.824MiB / 7.651GiB"
2026-08-28T00:53:43.3839606-06:00,meridian-api,0.16%,"167.5MiB / 7.651GiB"
2026-08-28T00:53:43.3839606-06:00,meridian-postgres,0.00%,"40.14MiB / 7.651GiB"
2026-08-28T00:53:43.3839606-06:00,meridian-redis,0.39%,"5.801MiB / 7.651GiB"
2026-08-28T00:53:47.4990024-06:00,meridian-api,17.18%,"167.9MiB / 7.651GiB"
2026-08-28T00:53:47.4990024-06:00,meridian-postgres,6.30%,"39.87MiB / 7.651GiB"
2026-08-28T00:53:47.4990024-06:00,meridian-redis,0.34%,"5.48MiB / 7.651GiB"
2026-08-28T00:53:51.6174244-06:00,meridian-api,0.00%,"167.5MiB / 7.651GiB"
2026-08-28T00:53:51.6174244-06:00,meridian-postgres,5.92%,"40.61MiB / 7.651GiB"
2026-08-28T00:53:51.6174244-06:00,meridian-redis,0.32%,"5.715MiB / 7.651GiB"
2026-08-28T00:53:55.7163237-06:00,meridian-api,0.00%,"167.5MiB / 7.651GiB"
2026-08-28T00:53:55.7163237-06:00,meridian-postgres,0.00%,"40.26MiB / 7.651GiB"
2026-08-28T00:53:55.7163237-06:00,meridian-redis,0.36%,"6.137MiB / 7.651GiB"
